domain_name,logo_url,status
mazda-autohaus-lackmann-sendenhorst.de,https://www.assets.mazda-autohaus.de/assets/img/favicons/apple-touch-icon.png,Success
menicon.de,https://www.menicon.de/hubfs/menicon_logo_color_favicon.png,Success
linde-gas.fi,https://static.prd.echannel.linde.com/wcsstore/EE_REN_Industrial_Gas_Store/images/Linde_plc_UTG_logo_1_CMYK_IsoCV2.png,Success
mateco.nl,https://mateco.nl/wp-content/uploads/2025/06/mateco_og.jpg,Success
svnefird.com,https://svnefird.com/wp-content/uploads/2024/01/SVN-Favicon.png,Success
svntrinity.com,https://svntrinity.com/wp-content/uploads/2024/12/SVN-29836895671.jpg,Success
orient-food.sk,https://cdn.myshoptet.com/usr/www.orient-food.sk/user/logos/sk_logo_2.png?t=1760716612,Success
equans.hu,https://equans.hu/wp-content/uploads/cropped-favicon-180x180.png,Success
williamblairfunds.com,https://williamblairfunds.com/sitefiles/live/images/og-default.jpg,Success
mazda-autohaus-roessel-birkenau.de,https://www.assets.mazda-autohaus.de/assets/img/favicons/apple-touch-icon.png,Success
aamcodelran.com,https://aamcodelran.com/images/IconAAMCOnew.ico,Success
mazda-poznan-voyager.pl,https://uploads.mazdalh.eu/uploads/sites/121674/www.mazda-poznan-voyager.pl-ogimage.png?lm=3b809c7317237c74a1ff5203184e5c79,Success
kapanfastigheter.se,https://kapanfastigheter.se/wp-content/uploads/2023/06/cropped-favicon.png,Success
mazda-autohaus-wassing-ahaus-wuellen.de,https://www.assets.mazda-autohaus.de/assets/img/favicons/apple-touch-icon.png,Success
rheine.schule,https://rheine.schule/wp-content/uploads/2017/07/cropped-Logo-Stadt-Rheine-Leben-an-der-Ems-in-Farbe-2.jpg,Success
ford.pl.ua,https://ford.pl.ua/build/website/img/ford_logo.e264b95b.svg,Success
bioderma.co.za,https://bioderma.co.za/themes/custom/bioderma_theme/apple-touch-icon.png,Success
linexps.com,http://static1.squarespace.com/static/5fd92ad7ab943321efbb1f5f/t/5fd92cc150d96b1a1c628bab/1608068292900/logo_linex+%281%29.png?format=1500w,Success
kia-suedmobile-radolfzell.de,https://www.kia-suedmobile-radolfzell.de//etc.clientlibs/settings/wcm/designs/eut/clientlib/resources/rbr/kia-company-logo.jpg,Success
worldvision.ca,https://worldvision.ca/icons/icon-48x48.png?v=092aad2f0361327fbe89b3e39888f083,Success
linde-gas.at,https://linde-gas.at/sfsites/c/cms/delivery/media/MCMSF4UA7ZSBCELOPJYUZJUXDOU4?width=180&height=180,Success
avia.ch,https://avia.ch/wp-content/uploads/2025/02/cropped-favicon-180x180.png,Success
cdviberica.com,https://www.cdviberica.com/wp-content/uploads/sites/11/2021/12/cropped-CDVI_Logo_Icon_Blue-300x300.png,Success
adecco.cl,https://adecco.cl/-/jssmedia/project/adecco/global/favicon.png,Success
wurth.co,https://wurth.co/favicon.png,Success
ibc-solar.pl,https://ibc-solar.pl/config/Resources/favicons/apple-touch-icon.png,Success
toyotanatas.com.tr,https://toyotanatas.com.tr/Assets/img/apple-touch-icon.png,Success
aamcobloomfield.com,https://aamcobloomfield.com/images/IconAAMCOnew.ico,Success
mazda.de,https://mazda.de/favicon-apple-touch-icon.png,Success
daikinkuwait.com,https://www.daikinkuwait.com/en_US/customers/_jcr_content/image169.coreimg.png/1651304862601/ftxm-m-01-header.png,Success
daikin.com.sg,https://www.daikin.com.sg/resources/front/template/daikin/images/sn-310x310.png,Success
aamcosalemor.com,https://aamcosalemor.com/images/IconAAMCOnew.ico,Success
spitex-regionbirs.ch,https://spitex-regionbirs.ch/img/spitex2022/default/favicon.ico,Success
mazda-autohaus-hansmann-kassel.de,https://www.assets.mazda-autohaus.de/assets/img/favicons/apple-touch-icon.png,Success
einhell.ba,https://www.einhell.ba/fileadmin/_processed_/1/c/csm_einhell-startpage-60-years-einhell-banner-desktop_46fbb2be5f.jpg,Success
webster.nl,https://i.picsum.photos/id/580/200/300.jpg,Success
flashbay.ca,https://static.flashbay.ca/images/header/flashbay_range.jpg,Success
pingusenglish.com.tr,https://www.pingusenglish.com.tr/wp-content/themes/PingusThemeTurkey/img/icons/favicon.ico,Success
compo.de,https://compo.de,Success
aamcowilliamsportpa.com,https://aamcowilliamsportpa.com/images/IconAAMCOnew.ico,Success
pkf-hk.com,https://pkf-hk.com/favicon.ico,Success
linde-electronics.com,https://static.prd.echannel.linde.com/wcsstore/DE_REC_Industrial_Gas_Store/images/logo/linde_gas_logo.png,Success
pingusenglish.com.tr,https://www.pingusenglish.com.tr/wp-content/themes/PingusThemeTurkey/img/icons/favicon.ico,Success
besins-healthcare.se,https://besins-healthcare.se,Success
subaru.jp,https://www.subaru.jp/assets/images/ogp.webp,Success
cvjm-pfalz.de,https://www.cvjm-pfalz.de/favicon.ico,Success
allianz-kuhlemann.de,https://vertretung.allianz.de/content/onemarketing/azde/vthp/agency-stage-image.401111920.image.jpeg,Success
tbwa.co.za,https://d2z4h1m1xbtad3.cloudfront.net/tbwa_co_za/images/share/share_en3860.png,Success
engie.pt,https://engie.pt/wp-content/uploads/2025/07/cropped-ENGIE_Logo_solid_BLUE_RGB-icon-1-180x180.png,Success
subaru.nc,https://subaru.nc/favicon.ico?20251017155903,Success
peugeot.sk,https://peugeot.sk,Success
siebtechnik-tema.cn,https://www.siebtechnik-tema.com/wp-content/themes/siebtechnik/assets/favicon/apple-icon-57x57.png,Success
santillana.com.hn,https://www.santillana.com.hn/wp-content/uploads/sites/16/2024/10/cropped-1538077230_original-300x300.webp,Success
mazdabali.co.id,https://mazdabali.co.id/wp-content/uploads/2025/10/Mazda-Bali-Official.webp,Success
rsmthailand.com,https://res.cloudinary.com/rsmglobal/image/fetch/t_default/f_auto/q_auto/https://www.rsm.global/thailand/profiles/rsm_global_platform/themes/rsm_global_platform_2022/images/favicons/apple-touch-icon-57x57.png,Success
spitex-wiggertal.ch,https://spitex-wiggertal.ch/img/spitex2022/default/favicon.ico,Success
aamcocatonsvillemd.com,https://aamcocatonsvillemd.com/images/IconAAMCOnew.ico,Success
strabag-pfs.com,https://strabag-pfs.com/site/strabag-company-locale/resourceCached/108/components/favicon/strabag-pfs/xapple-touch-icon.png.pagespeed.ic.HHaNst48Gb.png,Success
autosecuritas-barlin.fr,https://www.autosecuritas.fr/public/img/showcase/autosecuritas-logo.svg,Success
aamco-councilbluffs.com,https://www.aamco-councilbluffs.com/wp-content/uploads/2018/11/cropped-AAMCO_favicon-180x180.png,Success
meggle-bakery.com,https://cdn.meggle.com/uploads/sites/8/2023/11/DSC7782_kraeuter_RZ.png?aspect_ratio=1.91%3A1&width=1200&quality=80&format=jpg,Success
nutriciababy.be,https://nutriciababy.be/content/dam/sn/local/bnl/consumer/sitecore-assets-migrated/foryou2/4-corporate/images-homepage/baby-houdt-vinger-vast.jpg,Success
adra.org.pe,https://adra.org.pe/wp-content/uploads/2022/03/ADRA-Horizontal-Logo.png,Success
mazda-autohaus-sturne-rochlitz.de,https://www.assets.mazda-autohaus.de/assets/img/favicons/apple-touch-icon.png,Success
inductotherm.co.kr,https://inductotherm.co.kr/wp-content/uploads/sites/38/2019/06/cropped-inductotherm-icon-1-180x180.png,Success
adecco.cl,https://adecco.cl/-/jssmedia/project/adecco/global/favicon.png,Success
renault.dk,https://renault.dk,Success
renaultchiva.com,https://renaultchiva.com/media/renaultchiva.com/inicio/730x546/renault-captur-etech-julio.png,Success
culliganwi.com,https://culliganwi.com/images/favicons/apple-touch-icon.png,Success
mazda-autohaus-blank-dinkelsbuehl.de,https://www.assets.mazda-autohaus.de/assets/img/favicons/apple-touch-icon.png,Success
veolia.ca,https://veolia.ca/themes/custom/veo_site/src/assets/icons/favicon.ico,Success
vitalimages.com,https://www.mi.medical.canon/favicon.ico,Success
amnesty.is,https://wp.amnesty.is/media/taktu-thatt-og-skrifadu-undir-tiu-aridandi-mal-einstaklinga-eda-hopa-sem-beittir-eru-alvarlegum-oretti.-thannig-sofnuum-vid-milljonum-undirskrifta-og-mognum-saman-thrysting-a-stjornvold-vida-um-heim-.png,Success
meggle.co.jp,https://cdn.meggle.com/uploads/sites/30/2024/12/MEGGLE-Japan-PE_A-Milled.png?aspect_ratio=1.91%3A1&width=1200&quality=80&format=jpg,Success
engie.cl,https://www.engie.cl/wp-content/uploads/2022/07/cropped-cropped-engie-ico-300x300-1-180x180.png,Success
linde.pe,https://assets.linde.com/-/media/shared/favicon/apple-touch-icon-64x64.png,Success
narscosmetics.es,https://www.narscosmetics.es/fstrz/r/s/www.narscosmetics.es/on/demandware.static/Sites-nars_es-Site/-/default/dw8937959d/images/favicon.ico?frz-v=1250,Success
brother.com.pe,https://www.brother.com.pe/-/media/project/neptune/peru/icons/logo-white.svg?la=es-PE&hash=FE29FE0EC599A4B87DB973E72E3FA63C,Success
renaultrycauto.es,https://renaultrycauto.es/media/renaultrycauto.es/inicio/730x546/renault-captur-etech-julio.png,Success
kia-gorny-eislingen.de,https://www.kia-gorny-eislingen.de//etc.clientlibs/settings/wcm/designs/eut/clientlib/resources/rbr/kia-company-logo.jpg,Success
ikea.com.hk,https://www.ikea.com.hk/webroot/img/logos/IKEA_logo.svg,Success
mazda-autohaus-becker-homburg-bruchhof.de,https://www.assets.mazda-autohaus.de/assets/img/favicons/apple-touch-icon.png,Success
catsprotectionshop.co.uk,https://www.catsprotectionshop.co.uk/cdn/shop/files/CP_Logo.png?crop=center&height=32&v=1748528451&width=32,Success
medef-artois.fr,https://medef-artois.fr/css/img/logo.jpeg,Success
sephora.pl,https://www.sephora.pl/on/demandware.static/Sites-Sephora_PL-Site/-/default/dw4ccec117/images/default-shop.jpg,Success
daikin-ksa.com,https://www.daikin-ksa.com/ar_SA/customers/_jcr_content/image169.coreimg.jpeg/1654774280176/air-purifier-banner.jpeg,Success
sherwin-williams.com.ec,https://sherwin-williams.com.ec/wp-content/themes/sherwinwilliams/apple-touch-icon.png,Success
culligantotalwater.com,https://culligantotalwater.com/images/favicons/apple-touch-icon.png,Success
ecslupsk.pl,https://ecslupsk.pl/img/favicon.png,Success
bakertilly.ci,https://bti-global.transforms.svdcdn.com/production/network/ivorycoast/images/banners/21-GS-image.jpg?w=4000&h=1333&auto=compress%2Cformat&fit=crop&crop=focalpoint&fp-x=0.3633&fp-y=0.3512&dm=1715262456&s=481a63b52f5dae4d7a3d60dcbcf872c6,Success
allianz-rose.info,https://vertretung.allianz.de/content/onemarketing/azde/vthp/agency-stage-image.979171550.image.jpeg,Success
taylorfarmsdeli.com,https://taylorfarmsdeli.com/apple-touch-icon-57x57.png,Success
actemium.ch,https://actemium.ch/app/themes/actemium/resources/assets/images/favicons/apple-touch-icon.png,Success
bakertilly.ky,"O://28:""craft\elements\db\AssetQuery"":97:(s:27:""yii\base\Component_events"";a:0:()s:35:""yii\base\Component_eventWildcards"";a:0:()s:30:""yii\base\Component_behaviors"";a:1:(s:12:""customFields"";O:35:""craft\behaviors\CustomFieldBehavior"":327:(s:5:""owner"";r:1;s:34:""yii\base\Behavior_attachedEvents"";a:0:()s:10:""hasMethods"";b:1;s:16:""canSetProperties"";b:1;s:14:""contentBuilder"";N;s:4:""text"";N;s:7:""heading"";N;s:7:""summary"";N;s:12:""callToAction"";N;s:6:""button"";N;s:4:""hero"";N;s:5:""image"";N;s:12:""testimonials"";N;s:16:""testimonialQuote"";N;s:15:""testimonialName"";N;s:18:""testimonialCompany"";N;s:14:""socialNetworks"";N;s:16:""socialNetworkUrl"";N;s:17:""socialNetworkName"";N;s:11:""personTitle"";N;s:5:""quote"";N;s:10:""personName"";N;s:12:""customPeople"";N;s:21:""personSocialMediaLink"";N;s:14:""personJobTitle"";N;s:11:""personPhoto"";N;s:13:""promotedCards"";N;s:12:""customAuthor"";N;s:11:""contentType"";N;s:6:""images"";N;s:7:""caption"";N;s:9:""globalCta"";N;s:13:""ctaButtonLink"";N;s:14:""ctaButtonLabel"";N;s:10:""subHeading"";N;s:13:""showFullWidth"";N;s:9:""introText"";N;s:8:""jobTitle"";N;s:8:""portrait"";N;s:15:""linkedinProfile"";N;s:6:""people"";N;s:8:""industry"";N;s:13:""pinnedInsight"";N;s:13:""callToActions"";N;s:11:""destination"";N;s:5:""video"";N;s:18:""relatedServiceArea"";N;s:19:""promotedCaseStudies"";N;s:5:""links"";N;s:5:""items"";N;s:11:""footerMenus"";N;s:20:""legalFooterStatement"";N;s:11:""colorScheme"";N;s:10:""statistics"";N;s:6:""number"";N;s:11:""description"";N;s:5:""logos"";N;s:7:""billyId"";N;s:7:""country"";N;s:6:""region"";N;s:4:""firm"";N;s:5:""email"";N;s:7:""website"";N;s:9:""legalName"";N;s:3:""fax"";N;s:9:""telephone"";N;s:7:""address"";N;s:12:""addressLine3"";N;s:20:""addressPostOfficeBox"";N;s:11:""addressCity"";N;s:15:""addressPostcode"";N;s:12:""addressLine1"";N;s:12:""addressLine2"";N;s:18:""customStartingPage"";N;s:3:""cta"";N;s:8:""alertBar"";N;s:23:""insightsMagazineHeading"";N;s:20:""insightsMagazineText"";N;s:11:""wordpressId"";N;s:18:""newsletterCtaImage"";N;s:20:""newsletterCtaHeading"";N;s:17:""newsletterCtaText"";N;s:24:""newsletterCtaButtonLabel"";N;s:15:""featuredInsight"";N;s:17:""callToActionBlock"";N;s:14:""largeTextBlock"";N;s:13:""hideFooterCta"";N;s:11:""hideFromNav"";N;s:3:""seo"";N;s:10:""personFirm"";N;s:6:""events"";N;s:4:""date"";N;s:17:""networkBlockIntro"";N;s:16:""socialBlockIntro"";N;s:8:""yourName"";N;s:12:""emailAddress"";N;s:7:""message"";N;s:9:""formIntro"";N;s:11:""formHeading"";N;s:13:""relatedRegion"";N;s:13:""addressRegion"";N;s:12:""eventDateEnd"";N;s:8:""townCity"";N;s:10:""postalCode"";N;s:13:""streetAddress"";N;s:15:""registrationUrl"";N;s:14:""eventDateStart"";N;s:13:""featuredEvent"";N;s:9:""eventType"";N;s:13:""networkRegion"";N;s:16:""customRegionName"";N;s:13:""personCompany"";N;s:9:""biography"";N;s:17:""jobApplicationUrl"";N;s:11:""vacancyRole"";N;s:12:""jobReference"";N;s:15:""vacancyLocation"";N;s:8:""teamRole"";N;s:12:""teamLocation"";N;s:7:""heroCta"";N;s:4:""form"";N;s:21:""removeGradientOverlay"";N;s:17:""socialNetworkIcon"";N;s:15:""enableDarkTheme"";N;s:15:""backgroundImage"";N;s:10:""widgetCode"";N;s:16:""displayGlobalCta"";N;s:15:""testimonialText"";N;s:8:""isOffice"";N;s:15:""clientPortalUrl"";N;s:16:""clientPortalName"";N;s:10:""blockquote"";N;s:10:""teamMember"";N;s:13:""imagePosition"";N;s:14:""Privacy_policy"";N;s:18:""socialBlockHeading"";N;s:15:""networkBlockCta"";N;s:19:""networkBlockHeading"";N;s:19:""emailContentBuilder"";N;s:12:""mapIframeUrl"";N;s:14:""autoPullEvents"";N;s:12:""chooseOffice"";N;s:15:""textAfterNumber"";N;s:16:""textBeforeNumber"";N;s:9:""statistic"";N;s:13:""teamCtaButton"";N;s:19:""eventCtaButtonLabel"";N;s:8:""pinToTop"";N;s:28:""disableGreenTextAboveHeading"";N;s:21:""greenTextAboveHeading"";N;s:13:""ctaButtonText"";N;s:7:""ctaCopy"";N;s:15:""applyCtaHeading"";N;s:14:""applyCtaButton"";N;s:11:""contactPage"";N;s:24:""hideInsightsNewsCarousel"";N;s:30:""insightsAndNewsCarouselHeading"";N;s:22:""locationCtaButtonLabel"";N;s:7:""columns"";N;s:14:""logosWithLinks"";N;s:4:""logo"";N;s:19:""serviceInterestedIn"";N;s:14:""authorJobTitle"";N;s:16:""backgroundColour"";N;s:6:""author"";N;s:8:""lastName"";N;s:11:""companyName"";N;s:9:""firstName"";N;s:8:""insights"";N;s:4:""copy"";N;s:9:""vacancies"";N;s:16:""autoPullInsights"";N;s:17:""autoPullVacancies"";N;s:15:""unsubscribeText"";N;s:14:""viewOnlineText"";N;s:14:""hideFro",Success
chip.pl,https://konto.chip.pl/uploads/2021/05/chip-premiera.jpg,Success
grantthornton.com.sv,https://grantthornton.com.sv/dist/images/grantthornton_logo-57x57.png,Success
vkf-renzel.com.tr,https://www.vkf-renzel.com.tr/out/ra-theme/img/logos/30/share_logo.png,Success
fleishmanhillard.cn,https://fleishmanhillard.cn/wp-content/themes/fleishmanhillard-sites/images/fh-mark.png,Success
isover.hu,https://isover.hu/sites/mac3.isover.hu/files/Favicon%20isover%20%20new%20%281%29.png,Success
bauder.at,https://bauder.at/fileadmin/bilder/allgemein/icons/bauder_ipad_icon.png,Success
zktecoma.com,https://zktecoma.com/wp-content/uploads/2021/01/cropped-favicon-32x32-1-180x180.png,Success
aamcotulsa-memorial.com,https://aamcotulsa-memorial.com/images/IconAAMCOnew.ico,Success
lidl.lt,https://lidl.lt/cdn/assets/logos/1.0.1/lidl-logo-shop-cdn.svg,Success
mooresingapore.com,https://mooresingapore.com/SiteImages/MooreStephens/dist/logo.png,Success
urmet.com.br,https://urmet.com.br/uploads/urmet-do-brasila-1.jpg,Success
ccusa.com.au,https://ccusa.com.au/wp-content/uploads/2023/02/favicon_noGlobeRound-300x300.png,Success
toysrus.com.sg,https://www.toysrus.com.sg/dw/image/v2/BDGJ_PRD/on/demandware.static/Sites-ToysRUs_SG-Site/-/default/dw285cd261/images/favicon/favicon-tru-1000.jpg?q=75,Success
aamcopasadenatx.com,https://aamcopasadenatx.com/images/IconAAMCOnew.ico,Success
manpowergroup.no,https://www.manpowergroup.no/hubfs/ManpowerGroup%20favicon.png,Success
mapfre.pr,https://www.mapfre.pr/media/logo-mapfre-m.png,Success
medef-bearnetsoule.com,https://medef-bearnetsoule.com/css/img/logo.jpeg,Success
moore.swiss,https://moore.swiss/wp-content/themes/moore/img/icons/favicon.png,Success
ccusa.hu,https://ccusa.hu/wp-content/uploads/2023/02/favicon_noGlobeRound-300x300.png,Success
modshair-nuernberg.de,https://www.modshair-nuernberg.de/wp-content/uploads/2023/02/180.png,Success
cdu-aldenhoven.de,https://www.cdu-kreis-dueren.de/data/images/2023/10/03/1-651c8b6fc9036.gif,Success
axabreakdown.co.uk,https://axabreakdown.co.uk/image/company_logo?img_id=202291&t=1760533923981,Success
mazda-autohaus-roessel-birkenau.de,https://www.assets.mazda-autohaus.de/assets/img/favicons/apple-touch-icon.png,Success
crif.pl,http://www.crif.pl/media/4hbcj25v/crif-visual-og.jpg,Success
mazda-autohaus-sturne-grimma.de,https://www.assets.mazda-autohaus.de/assets/img/favicons/apple-touch-icon.png,Success
manpowergroup.no,https://www.manpowergroup.no/hubfs/ManpowerGroup%20favicon.png,Success
panpuri.fr,https://panpuri.fr/wp-content/themes/panpuri/assets/img/favicon/apple-touch-icon.png,Success
despec.eu,https://despec.eu/images/despec-logo-white-systeam.svg,Success
savethechildren.mx,https://savethechildren.mx/wp-content/uploads/2024/07/cropped-icono.png,Success
chicco.pl,https://chicco.pl/on/demandware.static/Sites-Chicco-Poland-Site/-/default/dwdc40de6b/images/favicons/apple-icon-57x57.png,Success
algordanza.com.au,https://www.algordanza.com.au/wp-content/uploads/2022/04/diamonds_three_.jpg,Success
honda-pirola.com,https://www.honda-pirola.com/images/favicons/apple-touch-icon.png,Success
rotaryclubofessex.com,https://rotaryclubofessex.com/wp-content/uploads/2025/08/20250826_222437012_iOS-1-scaled.jpg,Success
carglass.rs,https://carglass.rs/images/oglogo.jpg,Success
nutricia.nl,https://nutricia.nl/content/dam/sn/local/bnl/sn-hcp/website-assets/nutricia-nl-be/homepage/grandfather grandson sitting on shoulders.jpg,Success
seasonsrehab.in,https://seasonsrehab.in/wp-content/uploads/2024/12/seasons.png,Success
berlitz-dublin.ie,https://berlitz-dublin.ie/company_logo.png,Success
julis-nuernberg.de,https://julis-mfr.de/wp-content/themes/julis-mfr-website-changes/img/empty.png,Success
daikincareers.com,https://daikincareers.com/sharefb?file=/rws/1_1540887025.jpg,Success
affidea.pt,https://affidea.pt/wp-content/uploads/2020/12/favicon.png,Success
daikintexastechnologypark.com,https://daikintexastechnologypark.com/files/2019-09/favicon.png,Success
rubiomonocoat.com.au,https://rubiomonocoat.com.au/wp-content/uploads/2020/05/rubio-monocoat-favicon_de0ddd67-d029-4480-ba30-29b767a7c012_180x180.png,Success
mitsubishi-motors.com.om,https://mitsubishi-motors.com.om/content/dam/mitsubishi-motors/images/logos/nav-logo-light.svg,Success
mazda-autohaus-tabbouch-speyer.de,https://www.assets.mazda-autohaus.de/assets/img/favicons/apple-touch-icon.png,Success
kumonla.com,https://kumonla.com/favicon.ico,Success
infiniti-bahrain.com,https://libs-europe.infiniti-cdn.net/etc/designs/infiniti_next_v4/25.10.30.NISSAN-9/common-assets/img/logo/logo.png,Success
ford.vn.ua,https://ford.vn.ua/build/website/img/ford_logo.e264b95b.svg,Success
linde-gas.nl,https://shop.pangas.ch/wcsstore/NL_RES_Industrial_Gas_Store/Assets/apple-touch-icon.png,Success
aamcofeastervillepa.com,https://aamcofeastervillepa.com/images/IconAAMCOnew.ico,Success
engie.de,https://engie.de/apple-touch-icon-57x57.png?v=engielogo,Success
spie.lu,https://spie.lu/img/logo-spie.png,Success
mazda-autohaus-haese-erkrath-hochdahl.de,https://www.assets.mazda-autohaus.de/assets/img/favicons/apple-touch-icon.png,Success
intersport-arc1950.com,https://www.intersport-arc1950.com/img/social.jpg,Success
savethechildren.it,https://savethechildren.it/themes/custom/stc/favicon/apple-touch-icon.png,Success
misterwhat.nl,https://s3-eu-west-1.amazonaws.com/cdn.misterwhat.com/apple-touch-icon.png,Success
saint-gobain.ru,https://saint-gobain.ru/themes/custom/sg_barrio/favicon.ico,Success
linde-electronics.com,https://static.prd.echannel.linde.com/wcsstore/DE_REC_Industrial_Gas_Store/images/logo/linde_gas_logo.png,Success
daikin.com.vn,https://daikin.com.vn/logo192.png,Success
aamcowintervillenc.com,https://www.aamcowintervillenc.com/wp-content/uploads/2018/11/cropped-AAMCO_favicon-180x180.png,Success
spitexaadorf.ch,https://spitexaadorf.ch/media/images/favicons/apple-touch-icon.png,Success
veolia.in,https://veolia.in/themes/custom/veo_site/src/assets/icons/favicon.ico,Success
wurth.ua,https://wurth.ua/themes/demo/assets/img/icons/logo.svg,Success
einhell.hr,https://www.einhell.hr/fileadmin/_processed_/f/a/csm_einhell-battery-system-battery-system-billboard-01_02_23310d81a9.jpg,Success
aamco-newbraunfels.com,https://www.aamco-newbraunfels.com/wp-content/uploads/2018/11/cropped-AAMCO_favicon-180x180.png,Success
bestrucksofmn.net,https://bestrucksofmn.net,Success
fmc-mexico.com,https://fmc-mexico.com/wp-content/uploads/2018/10/cropped-IcoFMC-180x180.png,Success
mitsubishielectric.cz,https://www.mitsubishielectric.cz/data/images-ogImage/138-social.png,Success
mazda-autohaus-kilger-regen.de,https://www.assets.mazda-autohaus.de/assets/img/favicons/apple-touch-icon.png,Success
toupret.ch,https://toupret.ch/favicon.ico,Success
mazdalakeland.com,https://mazdalakeland.com/favicon.ico,Success
ikea.com.tr,https://image-ikea.mncdn.com/_assets/img/ikea-app-logo.png,Success
